Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Review,Positive,Neutral,Negative,Compound,Sentiment
ID0154,Joe,2021-01-03,12:54:43,Admin Support,Y,Y,67.0,00:06:10,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0155,Martha,2021-01-03,13:12:00,Payment related,Y,Y,119.0,00:04:16,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0156,Dan,2021-01-03,13:12:00,Admin Support,Y,Y,98.0,00:04:37,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0157,Jim,2021-01-03,13:14:53,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0158,Joe,2021-01-03,13:14:53,Technical Support,Y,Y,118.0,00:04:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0159,Becky,2021-01-03,13:27:50,Admin Support,Y,Y,123.0,00:01:15,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0160,Becky,2021-01-03,13:27:50,Streaming,Y,N,86.0,00:05:37,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0161,Greg,2021-01-03,13:35:02,Admin Support,Y,Y,104.0,00:02:09,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0162,Greg,2021-01-03,13:35:02,Payment related,Y,Y,69.0,00:01:33,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0163,Dan,2021-01-03,13:58:05,Contract related,Y,Y,113.0,00:02:38,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0164,Joe,2021-01-03,13:58:05,Streaming,Y,Y,88.0,00:03:23,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0165,Joe,2021-01-03,13:58:05,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0166,Stewart,2021-01-03,13:58:05,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0167,Joe,2021-01-03,14:03:50,Payment related,Y,Y,84.0,00:00:58,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0168,Diane,2021-01-03,14:03:50,Streaming,Y,Y,113.0,00:01:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0169,Joe,2021-01-03,14:47:02,Streaming,Y,Y,38.0,00:05:31,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0170,Dan,2021-01-03,14:47:02,Streaming,Y,Y,14.0,00:06:14,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0171,Martha,2021-01-03,15:34:34,Streaming,Y,N,25.0,00:05:32,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0172,Dan,2021-01-03,15:34:34,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0173,Diane,2021-01-03,16:29:17,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0174,Joe,2021-01-03,16:29:17,Payment related,Y,Y,117.0,00:02:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0175,Stewart,2021-01-03,17:31:12,Payment related,Y,N,57.0,00:06:01,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0176,Martha,2021-01-03,17:31:12,Technical Support,Y,Y,119.0,00:05:19,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0177,Martha,2021-01-04,09:01:26,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0178,Diane,2021-01-04,09:01:26,Streaming,Y,Y,93.0,00:06:32,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0179,Martha,2021-01-04,09:31:41,Payment related,Y,Y,86.0,00:01:04,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0180,Joe,2021-01-04,09:31:41,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0181,Dan,2021-01-04,09:43:12,Contract related,Y,Y,92.0,00:02:59,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0182,Greg,2021-01-04,09:43:12,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0183,Martha,2021-01-04,10:03:22,Technical Support,Y,Y,106.0,00:05:42,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0184,Stewart,2021-01-04,10:03:22,Technical Support,Y,Y,67.0,00:02:44,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0185,Jim,2021-01-04,10:27:50,Streaming,Y,Y,90.0,00:04:17,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0186,Diane,2021-01-04,10:27:50,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0187,Becky,2021-01-04,11:09:36,Streaming,Y,N,50.0,00:03:49,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0188,Diane,2021-01-04,11:09:36,Admin Support,Y,N,89.0,00:04:16,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0189,Jim,2021-01-04,11:13:55,Admin Support,Y,Y,74.0,00:06:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0190,Martha,2021-01-04,11:13:55,Payment related,Y,Y,63.0,00:02:22,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0191,Becky,2021-01-04,11:18:14,Contract related,Y,Y,45.0,00:06:31,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0192,Martha,2021-01-04,11:18:14,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0193,Dan,2021-01-04,11:22:34,Payment related,Y,Y,31.0,00:06:43,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0194,Joe,2021-01-04,11:22:34,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0195,Joe,2021-01-04,11:32:38,Contract related,Y,Y,43.0,00:03:44,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0196,Martha,2021-01-04,11:32:38,Streaming,Y,Y,50.0,00:05:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0197,Dan,2021-01-04,12:02:53,Technical Support,Y,Y,48.0,00:05:12,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0198,Martha,2021-01-04,12:02:53,Admin Support,Y,Y,113.0,00:02:44,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0199,Jim,2021-01-04,12:15:50,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0200,Joe,2021-01-04,12:15:50,Technical Support,Y,Y,103.0,00:06:40,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0201,Becky,2021-01-04,12:15:50,Technical Support,Y,N,95.0,00:04:27,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0202,Joe,2021-01-04,12:15:50,Admin Support,Y,Y,30.0,00:05:04,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0203,Greg,2021-01-04,13:32:10,Admin Support,Y,Y,124.0,00:03:19,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0204,Diane,2021-01-04,13:32:10,Admin Support,Y,Y,17.0,00:02:03,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0205,Stewart,2021-01-04,13:45:07,Streaming,Y,Y,113.0,00:06:00,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0206,Jim,2021-01-04,13:45:07,Technical Support,Y,Y,25.0,00:02:27,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0207,Jim,2021-01-04,13:56:38,Admin Support,Y,Y,52.0,00:04:22,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0208,Dan,2021-01-04,13:56:38,Admin Support,Y,Y,28.0,00:02:44,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0209,Greg,2021-01-04,14:25:26,Technical Support,Y,Y,69.0,00:03:05,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0210,Martha,2021-01-04,14:25:26,Streaming,Y,Y,106.0,00:03:52,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0211,Jim,2021-01-04,14:28:19,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0212,Joe,2021-01-04,14:28:19,Payment related,Y,Y,26.0,00:04:59,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0213,Joe,2021-01-04,14:31:12,Payment related,Y,Y,53.0,00:05:55,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0214,Martha,2021-01-04,14:31:12,Technical Support,Y,Y,77.0,00:04:10,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0215,Jim,2021-01-04,14:49:55,Contract related,Y,Y,45.0,00:03:02,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0216,Becky,2021-01-04,14:49:55,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0217,Greg,2021-01-04,15:23:02,Streaming,Y,Y,56.0,00:04:16,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0218,Stewart,2021-01-04,15:23:02,Admin Support,Y,Y,13.0,00:03:56,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0219,Stewart,2021-01-04,15:48:58,Admin Support,Y,Y,120.0,00:06:50,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0220,Diane,2021-01-04,15:48:58,Payment related,Y,Y,22.0,00:00:50,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0221,Martha,2021-01-04,16:48:00,Payment related,Y,Y,81.0,00:03:21,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0222,Jim,2021-01-04,16:48:00,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0223,Martha,2021-01-04,16:49:26,Contract related,Y,Y,71.0,00:00:48,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0224,Stewart,2021-01-04,16:49:26,Payment related,Y,Y,75.0,00:01:33,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0225,Martha,2021-01-04,16:49:26,Technical Support,Y,Y,77.0,00:02:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0226,Joe,2021-01-04,16:49:26,Streaming,Y,Y,88.0,00:06:27,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0227,Stewart,2021-01-04,17:35:31,Admin Support,Y,Y,82.0,00:03:05,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0228,Jim,2021-01-04,17:35:31,Technical Support,Y,Y,110.0,00:06:30,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0229,Martha,2021-01-04,17:39:50,Admin Support,Y,N,70.0,00:01:32,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0230,Becky,2021-01-04,17:39:50,Admin Support,Y,Y,117.0,00:03:40,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0231,Joe,2021-01-05,09:08:38,Streaming,Y,Y,18.0,00:00:50,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0232,Joe,2021-01-05,09:08:38,Streaming,Y,Y,113.0,00:02:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0233,Stewart,2021-01-05,09:25:55,Contract related,Y,N,68.0,00:03:29,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0234,Greg,2021-01-05,09:25:55,Payment related,Y,Y,67.0,00:04:14,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0235,Joe,2021-01-05,09:33:07,Technical Support,Y,Y,36.0,00:01:07,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0236,Stewart,2021-01-05,09:33:07,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0237,Becky,2021-01-05,10:00:29,Technical Support,Y,Y,33.0,00:02:30,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0238,Dan,2021-01-05,10:00:29,Contract related,Y,Y,113.0,00:01:59,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0239,Greg,2021-01-05,10:49:26,Contract related,Y,Y,106.0,00:06:19,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0240,Joe,2021-01-05,10:49:26,Streaming,Y,Y,23.0,00:04:59,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0241,Joe,2021-01-05,11:31:12,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0242,Greg,2021-01-05,11:31:12,Payment related,Y,Y,11.0,00:04:42,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0243,Greg,2021-01-05,11:41:17,Contract related,Y,Y,73.0,00:04:45,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0244,Dan,2021-01-05,11:41:17,Admin Support,Y,Y,109.0,00:04:49,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0245,Martha,2021-01-05,11:49:55,Payment related,Y,Y,29.0,00:04:14,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0246,Dan,2021-01-05,11:49:55,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0247,Becky,2021-01-05,11:49:55,Admin Support,Y,Y,81.0,00:01:14,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0248,Greg,2021-01-05,11:49:55,Contract related,Y,Y,59.0,00:03:52,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0249,Becky,2021-01-05,12:00:00,Streaming,Y,Y,32.0,00:06:29,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0250,Martha,2021-01-05,12:00:00,Admin Support,Y,Y,116.0,00:00:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0251,Diane,2021-01-05,12:12:58,Payment related,Y,Y,92.0,00:01:55,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0252,Greg,2021-01-05,12:12:58,Streaming,Y,Y,62.0,00:06:02,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0253,Joe,2021-01-05,13:04:48,Payment related,Y,Y,83.0,00:01:53,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0254,Joe,2021-01-05,13:04:48,Admin Support,Y,Y,71.0,00:02:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0255,Greg,2021-01-05,13:59:31,Admin Support,Y,N,74.0,00:04:32,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0256,Joe,2021-01-05,13:59:31,Technical Support,Y,Y,96.0,00:05:46,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0257,Diane,2021-01-05,14:42:43,Admin Support,Y,Y,110.0,00:01:41,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0258,Jim,2021-01-05,14:42:43,Streaming,Y,N,110.0,00:02:38,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0259,Dan,2021-01-05,15:18:43,Technical Support,Y,Y,117.0,00:03:03,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0260,Becky,2021-01-05,15:18:43,Admin Support,Y,Y,44.0,00:05:53,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0261,Diane,2021-01-05,15:20:10,Contract related,Y,Y,47.0,00:06:02,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0262,Greg,2021-01-05,15:20:10,Admin Support,Y,Y,97.0,00:01:16,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0263,Greg,2021-01-05,15:31:41,Streaming,Y,Y,67.0,00:02:39,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0264,Diane,2021-01-05,15:31:41,Streaming,Y,Y,72.0,00:06:48,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0265,Becky,2021-01-05,15:31:41,Contract related,Y,Y,68.0,00:04:21,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0266,Joe,2021-01-05,15:31:41,Payment related,Y,Y,98.0,00:06:22,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0267,Joe,2021-01-05,15:37:26,Streaming,Y,Y,120.0,00:00:56,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0268,Dan,2021-01-05,15:37:26,Payment related,Y,Y,13.0,00:02:33,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0269,Jim,2021-01-05,15:44:38,Admin Support,Y,Y,95.0,00:01:47,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0270,Martha,2021-01-05,15:44:38,Payment related,Y,Y,31.0,00:00:42,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0271,Dan,2021-01-05,16:06:14,Streaming,Y,Y,113.0,00:06:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0272,Martha,2021-01-05,16:06:14,Technical Support,Y,Y,116.0,00:04:40,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0273,Martha,2021-01-05,16:16:19,Admin Support,Y,N,94.0,00:05:29,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0274,Martha,2021-01-05,16:16:19,Admin Support,Y,N,51.0,00:04:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0275,Diane,2021-01-05,16:27:50,Technical Support,Y,Y,60.0,00:04:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0276,Diane,2021-01-05,16:27:50,Contract related,Y,Y,59.0,00:06:04,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0277,Stewart,2021-01-05,17:25:26,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0278,Greg,2021-01-05,17:25:26,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0279,Joe,2021-01-05,17:29:46,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0280,Dan,2021-01-05,17:29:46,Contract related,Y,Y,16.0,00:03:33,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0281,Diane,2021-01-05,17:38:24,Technical Support,Y,Y,81.0,00:01:51,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0282,Joe,2021-01-05,17:38:24,Streaming,Y,Y,65.0,00:06:46,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0283,Martha,2021-01-05,17:44:10,Streaming,Y,Y,55.0,00:03:04,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0284,Martha,2021-01-05,17:44:10,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0285,Martha,2021-01-05,17:57:07,Technical Support,Y,Y,31.0,00:02:25,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0286,Diane,2021-01-05,17:57:07,Streaming,Y,Y,45.0,00:05:13,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID0287,Greg,2021-01-06,09:08:38,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0288,Stewart,2021-01-06,09:08:38,Payment related,Y,Y,43.0,00:02:09,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID0289,Stewart,2021-01-06,10:06:14,Technical Support,Y,Y,55.0,00:05:56,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID0290,Stewart,2021-01-06,10:06:14,Contract related,Y,Y,63.0,00:02:19,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID0291,Joe,2021-01-06,10:07:41,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID0292,Jim,2021-01-06,10:07:41,Contract related,Y,Y,122.0,00:05:52,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID0293,Stewart,2021-01-06,10:32:10,Contract related,Y,Y,71.0,00:02:39,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
